"ROI.name"	"Organ"	"Number"	"ROI.id"	"point"	"x"	"y"
"Leaf.04"	"Leaf"	4	5	16	164.816819363158	-373.527531647433
"Leaf.04"	"Leaf"	4	5	17	157.823431030581	-369.578523654064
"Leaf.04"	"Leaf"	4	5	18	151.21329840209	-366.607289093136
"Leaf.04"	"Leaf"	4	5	19	146.145667155849	-366.182056882916
"Leaf.04"	"Leaf"	4	5	20	144.37294661753	-368.705039859293
"Leaf.04"	"Leaf"	4	5	21	141.831006509351	-369.662502079089
"Leaf.04"	"Leaf"	4	5	22	133.262618854292	-367.847805034637
"Leaf.04"	"Leaf"	4	5	23	127.202319286337	-369.950972124166
"Leaf.04"	"Leaf"	4	5	24	120.753347690922	-371.856417997857
"Leaf.04"	"Leaf"	4	5	25	115.088490554641	-373.182241032468
"Leaf.04"	"Leaf"	4	5	26	109.809597284132	-375.095811391217
"Leaf.04"	"Leaf"	4	5	27	105.299923583484	-378.574902506547
"Leaf.04"	"Leaf"	4	5	28	95.919636357692	-385.087682188074
"Leaf.04"	"Leaf"	4	5	29	92.0755973894222	-386.455369996763
"Leaf.04"	"Leaf"	4	5	30	86.8299855052737	-388.859110212367
"Leaf.04"	"Leaf"	4	5	31	81.9281108468969	-391.962426703509
"Leaf.04"	"Leaf"	4	5	32	74.9299277267002	-395.748376916597
"Leaf.04"	"Leaf"	4	5	33	68.2779021970744	-399.885325449855
"Leaf.04"	"Leaf"	4	5	34	59.8733054314004	-405.404483980597
"Leaf.04"	"Leaf"	4	5	35	56.7094798202765	-409.217058206477
"Leaf.04"	"Leaf"	4	5	36	54.2549119438893	-411.291583385104
"Leaf.04"	"Leaf"	4	5	37	51.7664589603126	-418.246199938914
"Leaf.04"	"Leaf"	4	5	38	44.383392412757	-427.258399117757
"Leaf.04"	"Leaf"	4	5	39	41.1881020592429	-435.60248676345
"Leaf.04"	"Leaf"	4	5	40	39.0143419238472	-447.439615057243
"Leaf.04"	"Leaf"	4	5	41	38.2566768931256	-456.149223211901
"Leaf.04"	"Leaf"	4	5	42	39.217697991263	-468.356712744257
"Leaf.04"	"Leaf"	4	5	43	40.185980183798	-479.518468410503
"Leaf.04"	"Leaf"	4	5	44	42.5897203994012	-484.764080294652
"Leaf.04"	"Leaf"	4	5	45	44.6545641188311	-488.61295999252
"Leaf.04"	"Leaf"	4	5	46	50.9265469506964	-489.005104514277
"Leaf.04"	"Leaf"	4	5	47	53.3012427887087	-498.433651862868
"Leaf.04"	"Leaf"	4	5	48	54.3058304532323	-504.36673819856
"Leaf.04"	"Leaf"	4	5	49	60.5390874483098	-510.336130006241
"Leaf.04"	"Leaf"	4	5	50	63.6593464930475	-512.797958977026
"Leaf.04"	"Leaf"	4	5	51	72.7030104142802	-515.649512104768
"Leaf.04"	"Leaf"	4	5	52	85.9296097999559	-518.530109610101
"Leaf.04"	"Leaf"	4	5	53	90.804860445541	-519.261150628031
"Leaf.04"	"Leaf"	4	5	54	98.4735754636866	-519.314398653615
"Leaf.04"	"Leaf"	4	5	55	107.541443032912	-518.680172227654
"Leaf.04"	"Leaf"	4	5	56	116.969990381503	-516.305476389642
"Leaf.04"	"Leaf"	4	5	57	124.309490362673	-513.567680407464
"Leaf.04"	"Leaf"	4	5	58	131.297992023672	-511.176042015857
"Leaf.04"	"Leaf"	4	5	59	141.077537692434	-508.455188587274
"Leaf.04"	"Leaf"	4	5	60	159.627200635834	-497.777551305156
"Leaf.04"	"Leaf"	4	5	61	164.88007361438	-494.328077223442
"Leaf.04"	"Leaf"	4	5	62	171.346004313461	-485.555368853267
"Leaf.04"	"Leaf"	4	5	63	177.266951795954	-480.403678377511
"Leaf.04"	"Leaf"	4	5	64	182.808821927645	-471.512988146707
"Leaf.04"	"Leaf"	4	5	65	187.422605532036	-459.921189538026
"Leaf.04"	"Leaf"	4	5	66	188.637392284048	-452.374131969538
"Leaf.04"	"Leaf"	4	5	67	192.4887358841	-445.208385526544
"Leaf.04"	"Leaf"	4	5	68	197.207468279715	-439.865937497988
"Leaf.04"	"Leaf"	4	5	69	196.197252425233	-435.524074045841
"Leaf.04"	"Leaf"	4	5	70	195.899841525873	-428.412856636831
"Leaf.04"	"Leaf"	4	5	71	194.887217851873	-424.417764384171
"Leaf.04"	"Leaf"	4	5	72	193.010073998672	-420.069881383228
"Leaf.04"	"Leaf"	4	5	73	192.003469873468	-415.207861131849
"Leaf.04"	"Leaf"	4	5	74	192.033567617448	-410.873221138257
"Leaf.04"	"Leaf"	4	5	75	196.133766153262	-403.553397870149
"Leaf.04"	"Leaf"	4	5	76	200.019906327622	-397.483017594391
"Leaf.04"	"Leaf"	4	5	77	207.696115718923	-391.104293929712
"Leaf.04"	"Leaf"	4	5	78	216.712788091829	-383.636453483034
"Leaf.04"	"Leaf"	4	5	79	226.329576043067	-375.814187197461
"Leaf.04"	"Leaf"	4	5	80	233.789101637425	-368.813658327449
"Leaf.04"	"Leaf"	4	5	81	247.649466829132	-354.919250153878
"Leaf.04"	"Leaf"	4	5	82	254.819131316496	-347.157659551605
"Leaf.07"	"Leaf"	7	6	1	293.807102099232	-370.872590773454
"Leaf.07"	"Leaf"	7	6	2	292.096155529947	-379.128806785139
"Leaf.07"	"Leaf"	7	6	3	290.91342595578	-390.695928907092
"Leaf.07"	"Leaf"	7	6	4	291.912452862414	-405.585438556036
"Leaf.07"	"Leaf"	7	6	5	291.257940283366	-420.463466788259
"Leaf.07"	"Leaf"	7	6	6	292.30671999579	-428.187638665919
"Leaf.07"	"Leaf"	7	6	7	294.473167920962	-433.71474550715
"Leaf.07"	"Leaf"	7	6	8	298.281673915094	-440.906873250783
"Leaf.07"	"Leaf"	7	6	9	303.204020983068	-446.45311578655
"Leaf.07"	"Leaf"	7	6	10	307.575188222482	-451.995531183409
"Leaf.07"	"Leaf"	7	6	11	309.737809008747	-458.073817853201
"Leaf.07"	"Leaf"	7	6	12	311.291842882847	-472.415974812491
"Leaf.07"	"Leaf"	7	6	13	317.772050963829	-491.753194478987
"Leaf.07"	"Leaf"	7	6	14	315.490788871449	-502.761482494567
"Leaf.07"	"Leaf"	7	6	15	313.760706607629	-513.773597649054
"Leaf.07"	"Leaf"	7	6	16	313.152119695464	-522.037467938552
"Leaf.07"	"Leaf"	7	6	17	314.032943422598	-532.316404813407
"Leaf.07"	"Leaf"	7	6	18	311.905357198887	-545.673444709561
"Leaf.07"	"Leaf"	7	6	19	310.674023659046	-555.548408760719
"Leaf.07"	"Leaf"	7	6	20	310.032118583708	-564.264699194732
"Leaf.07"	"Leaf"	7	6	21	307.012316338499	-580.522459796123
"Leaf.07"	"Leaf"	7	6	22	303.734129822386	-592.127360948256
"Leaf.07"	"Leaf"	7	6	23	302.232302024525	-599.093530969433
"Leaf.07"	"Leaf"	7	6	24	299.269013052523	-607.212319614199
"Leaf.07"	"Leaf"	7	6	25	293.602393238123	-621.971526573632
"Leaf.07"	"Leaf"	7	6	26	285.310151317286	-630.660354186489
"Leaf.07"	"Leaf"	7	6	27	283.750667392013	-632.964750733532
"Leaf.07"	"Leaf"	7	6	28	280.885362108855	-638.08979956262
"Leaf.07"	"Leaf"	7	6	29	278.289794473488	-641.4159908594
"Leaf.07"	"Leaf"	7	6	30	276.476647980824	-643.204131671441
"Leaf.07"	"Leaf"	7	6	31	272.600264668196	-645.749687945562
"Leaf.07"	"Leaf"	7	6	32	267.682439285341	-650.088743391857
"Leaf.07"	"Leaf"	7	6	33	262.017915160672	-650.821153173314
"Leaf.07"	"Leaf"	7	6	34	254.550961263606	-651.798294921939
"Leaf.07"	"Leaf"	7	6	35	248.111160476412	-653.03981595822
"Leaf.07"	"Leaf"	7	6	36	244.768894099231	-652.759361590163
"Leaf.07"	"Leaf"	7	6	37	236.549883100219	-650.901562096386
"Leaf.07"	"Leaf"	7	6	38	233.731016938219	-649.338505931024
"Leaf.07"	"Leaf"	7	6	39	230.145804713915	-646.998386983091
"Leaf.07"	"Leaf"	7	6	40	225.812107627754	-641.308857177799
"Leaf.07"	"Leaf"	7	6	41	221.983949556327	-636.90907364999
"Leaf.07"	"Leaf"	7	6	42	217.130424495075	-631.987676027046
"Leaf.07"	"Leaf"	7	6	43	214.61523226171	-623.738300987277
"Leaf.07"	"Leaf"	7	6	44	213.100401337549	-619.611827347348
"Leaf.07"	"Leaf"	7	6	45	211.335480086087	-614.454628357459
"Leaf.07"	"Leaf"	7	6	46	210.108248010162	-605.956949110434
"Leaf.07"	"Leaf"	7	6	47	208.895304894593	-595.401391403578
"Leaf.07"	"Leaf"	7	6	48	207.164319923976	-585.356731071591
"Leaf.07"	"Leaf"	7	6	49	207.996752427926	-576.616105977443
"Leaf.07"	"Leaf"	7	6	50	207.832395862762	-563.238109868497
"Leaf.07"	"Leaf"	7	6	51	208.680903447113	-552.182371507039
